case,gt_q_d_n,mu_q_d_n,hit90_q_d_n,gt_q_d,mu_q_d,hit90_q_d,gt_q_s_n,mu_q_s_n,hit90_q_s_n,gt_q_s,mu_q_s,hit90_q_s,gt_inv_temp,mu_inv_temp,hit90_inv_temp,gt_cost_stop_error,mu_cost_stop_error,hit90_cost_stop_error,gt_cost_time,mu_cost_time,hit90_cost_time,gt_cost_go_error,mu_cost_go_error,hit90_cost_go_error,gt_cost_go_missing,mu_cost_go_missing,hit90_cost_go_missing
132,0.277824985709911,0.3123895,1.0,0.9148753385034172,0.89055115,1.0,0.6502905614673393,0.56043655,1.0,0.8364702319543477,0.7174919,1.0,12.92844269314005,39.73478,1.0,0.0238798271817007,0.12062303,1.0,0.0015395719114207624,0.009782795,1.0,0.7065959161280213,0.44648692,1.0,0.017463963070522417,0.3641023,1.0
133,0.06096414121831906,0.50496113,1.0,0.9751389928102454,0.71245223,0.0,0.316311591051499,0.53564584,1.0,0.8092163517566964,0.7389973,1.0,12.787197824315804,27.939953,1.0,0.021149964761527248,0.103491515,1.0,0.00015717835809489204,0.0022598095,1.0,0.02472517940722139,0.093396276,1.0,0.010605286107067218,0.39860284,0.0
134,0.028847251148507613,0.11596492,1.0,0.6392824433953588,0.6790668,0.0,0.2097781733718158,0.44135788,1.0,0.7710411810699476,0.72643423,1.0,21.227470616381307,37.132984,1.0,0.37014951226565895,0.31250378,1.0,0.0030401534027610587,0.006161949,1.0,0.463994270479657,0.6787107,1.0,0.018300831809192727,0.25351262,1.0
135,0.8089567180812501,0.55443096,1.0,0.6794805698188697,0.6300955,1.0,0.8566680266714328,0.8361157,1.0,0.9395138294820294,0.86417466,1.0,23.045907026615314,31.499617,1.0,0.5365501458618444,0.706671,1.0,0.0013543158271544747,0.0015503435,1.0,0.2937802181713314,0.379854,1.0,0.012061704412713722,0.17320281,1.0
136,0.1542596938578965,0.18211621,1.0,0.9390620008656057,0.93527013,1.0,0.06506446203657001,0.5412385,1.0,0.6221481897796018,0.72214687,1.0,33.21092847927734,35.891747,1.0,0.013251078816082671,0.123491175,1.0,0.0052416257350996545,0.01610344,1.0,0.133842827596807,0.2743695,1.0,0.4358235231532954,0.36662447,1.0
137,0.5761004486245873,0.34204495,1.0,0.9672674061464608,0.86125904,1.0,0.698625906884386,0.6849568,1.0,0.9642647229727498,0.9812578,1.0,24.133478401734127,34.778305,1.0,0.9117882599783533,0.65384984,1.0,0.003279827480654723,0.001854083,1.0,0.07238497732866137,0.10728226,1.0,0.18116986352759115,0.38501623,1.0
138,0.01901600546331539,0.042080566,1.0,0.7980765328826649,0.7740122,1.0,0.0838231258016161,0.54120654,1.0,0.5633874279204572,0.68810785,1.0,35.996817006750796,57.794983,1.0,0.037460874006560695,0.34353307,1.0,0.005431620864968643,0.01468205,1.0,0.8731193760004411,1.0147704,1.0,0.1337824060983554,0.34247637,1.0
139,0.5939994077338863,0.543317,1.0,0.9289440394393813,0.91675407,1.0,0.8638456269345786,0.38696864,1.0,0.5400308604319606,0.858082,0.0,64.88939278094719,41.147423,1.0,0.025368556229335197,0.06688421,1.0,0.0012576842895494931,0.0090768505,1.0,0.3020870458863729,0.9863295,1.0,0.37870316053809894,0.35287154,1.0
140,0.912098761650896,0.9003301,1.0,0.6456262415904646,0.6769415,1.0,0.8929339791303899,0.86832327,1.0,0.8132389257711015,0.8391594,1.0,86.02470179596212,35.719883,1.0,0.6512091775440385,0.62986326,1.0,0.002726352515896258,0.0010153146,1.0,0.7076675319006012,0.865953,1.0,0.12777649053065965,0.06795989,1.0
141,0.2606898717353857,0.5440874,1.0,0.5404605939586908,0.7061091,1.0,0.23046480058324914,0.51866716,1.0,0.5324585988507584,0.7422978,1.0,15.963005645762795,25.769218,1.0,0.966586487974988,0.06327128,0.0,0.008299160870802302,0.0042124894,1.0,0.5005407800521853,0.10051778,0.0,0.07424197927617453,0.3930721,1.0
142,0.3805787782729706,0.26369494,0.0,0.9088179993162953,0.924119,1.0,0.45531904681289437,0.5720294,1.0,0.6556780740803712,0.6938494,1.0,52.39430093601319,66.29989,1.0,0.014394209574259622,0.081791244,1.0,0.010794670485557037,0.0042373696,1.0,1.8347873466875468,1.538686,1.0,1.2215197087712857,0.4832275,1.0
143,0.8099135886834541,0.5898829,1.0,0.7609656173096664,0.7389547,1.0,0.4857929797336642,0.5350698,1.0,0.5757430903848885,0.74357563,1.0,40.98446731106008,34.879623,1.0,0.2949005401700299,0.43500593,1.0,0.006161894193063318,0.013911333,1.0,0.03493972423457655,0.10706593,1.0,0.07814022741946235,0.41844827,1.0
144,0.14937496953262497,0.43971854,1.0,0.9256024053652883,0.8193209,1.0,0.019670469885854747,0.0631141,1.0,0.7385455227434967,0.7308148,1.0,36.29253012487324,30.645887,1.0,0.4986096082749461,0.96620023,1.0,0.0001436981030755138,0.0013579567,1.0,0.023313422145838515,0.07755115,1.0,0.4352898818416908,0.28974274,1.0
145,0.05476995782791927,0.43784222,1.0,0.8800362349094477,0.8820231,1.0,0.11308344537142356,0.20425016,1.0,0.732002697312774,0.7637172,1.0,11.08957350257868,34.512592,0.0,0.2805613847056852,0.28928736,1.0,0.0001480865960308547,0.003449344,0.0,0.21668737896008736,0.1899419,1.0,0.16952955809098666,0.36861295,1.0
146,0.8314604664690993,0.5685701,1.0,0.529749444869172,0.5213746,1.0,0.4268929636513811,0.54652214,1.0,0.5176084974167754,0.74427307,0.0,92.97941696965327,55.243633,0.0,1.0441417139749787,0.61887527,1.0,0.0006955877492932437,0.0012296526,1.0,0.1517192114420888,1.2232925,0.0,0.030520629260454044,0.08032077,1.0
147,0.997477092684407,0.47888625,0.0,0.7099464574070947,0.56313795,0.0,0.14670079906063016,0.24610348,1.0,0.602239523846374,0.6952511,1.0,42.69741976682713,33.543056,1.0,0.5834868585431422,0.41321087,1.0,0.002831130727836067,0.0028313082,1.0,0.21709759975342574,0.4880155,1.0,0.04396406332824332,0.08588052,1.0
148,0.4146470856613097,0.36132464,1.0,0.6679587823837907,0.7765942,1.0,0.38610161732599735,0.4271343,1.0,0.9389366072871133,0.92366785,1.0,39.76177704470742,52.83265,1.0,0.47798296482148694,1.2368654,1.0,0.002591638804524642,0.009410718,1.0,0.1605101599338333,0.10246753,1.0,0.9833304110140407,0.41451928,1.0
149,0.3261477576512931,0.577218,1.0,0.5317242231472674,0.68070847,1.0,0.250540251952694,0.60778123,1.0,0.5426355690113227,0.66180944,1.0,22.427502006942035,28.605837,1.0,0.592444292162542,0.2975589,1.0,0.0004932089877548191,0.00082768395,1.0,0.13912291496564275,0.18358065,1.0,0.30685943778700026,0.3105896,1.0
150,0.9022989124779477,0.9032473,1.0,0.9378902378979237,0.9363041,1.0,0.37680986003605077,0.5020514,1.0,0.994486666782086,0.76364493,0.0,19.49495788152266,45.71909,1.0,0.014813914674736979,0.064419374,1.0,0.00040091133165890986,0.0019894983,1.0,1.8951762989244612,1.1652215,1.0,0.011072022902955322,0.21230228,0.0
151,0.5779369197341118,0.4928099,1.0,0.974684827925778,0.77396905,1.0,0.34156342924912386,0.49861705,1.0,0.9956275486067776,0.73460037,0.0,59.59868371091007,35.653133,1.0,0.13968838405964532,0.12949185,1.0,0.005356388212049452,0.023720881,0.0,0.012235885857005888,0.13383532,0.0,0.05408304942528705,0.38797754,1.0
152,0.8718451320118024,0.8679459,1.0,0.852929748332614,0.8676486,1.0,0.942223576831847,0.70547044,1.0,0.554791896612262,0.6338266,1.0,62.80279686372195,39.749176,1.0,0.32636931312775,0.8183229,1.0,0.00022701414545060137,0.0011535648,1.0,0.228887776544715,0.60203254,1.0,0.03129010971210268,0.32822216,0.0
153,0.4027046433226411,0.3068086,1.0,0.7691470276666106,0.8723325,1.0,0.6987517521629022,0.61975724,1.0,0.7214123627636098,0.72900724,1.0,98.67003191914395,73.87847,0.0,1.6402127322830191,1.6029477,1.0,0.0009392003270824326,0.00036357297,0.0,0.6218800750433243,0.92198753,1.0,0.01828400086971242,0.042716056,1.0
154,0.08490042109097518,0.15407012,1.0,0.5528060241573645,0.5598568,1.0,0.6852156943176811,0.5025544,1.0,0.7144311231943599,0.7488753,1.0,51.46693827959664,32.75654,1.0,0.36617254887368134,0.5880226,1.0,0.0006017952997921474,0.000988756,1.0,0.3188178747031745,0.7787471,1.0,0.04388887132629882,0.122940145,1.0
155,0.24275839016811118,0.20991702,1.0,0.7523673651304885,0.83396494,0.0,0.787245381418732,0.6051111,1.0,0.6529355951407345,0.6977948,1.0,53.24292005289627,62.030834,1.0,0.6054293370023536,0.7319159,1.0,0.0007503228778889125,0.0016139183,1.0,0.8778721180722924,1.2450224,1.0,0.3065773401796637,0.74041325,1.0
156,0.3553322278588359,0.31417516,1.0,0.8887498413159365,0.9062014,1.0,0.47296863383901055,0.49238816,1.0,0.6721016878743068,0.74679226,1.0,19.23070618381748,32.102417,1.0,0.09845424418880591,0.063202605,1.0,0.009453567524760037,0.005990295,1.0,0.2906648140997088,0.2440398,1.0,0.1259322634547477,0.39891985,1.0
157,0.014119190812835747,0.18555981,1.0,0.9614571794596969,0.96476305,1.0,0.8393201228751942,0.37471277,0.0,0.67688638160491,0.60636294,1.0,26.813804278993477,39.831985,1.0,0.7155710911787232,0.815817,1.0,0.0001918155080723179,0.00061698706,1.0,1.664027088200932,0.83620363,1.0,0.15275422584602052,0.53423876,1.0
158,0.8388644465594965,0.48310304,1.0,0.988426927489964,0.7945087,0.0,0.9610363601217261,0.5414553,1.0,0.8237048255199251,0.73980355,1.0,17.353184730662946,30.602371,1.0,0.02137281798206427,0.09283382,1.0,0.0005078660172459729,0.003797956,1.0,0.1071151818206157,0.17531909,1.0,0.43900094837896536,0.3987495,1.0
159,0.8539388272290477,0.5181979,1.0,0.7816914564650524,0.7352611,1.0,0.7732899419426057,0.5731001,1.0,0.9637967539370542,0.8048783,1.0,29.792015692597637,62.58768,0.0,0.9475874681363332,1.0454447,1.0,0.04716142112502902,0.025389854,0.0,0.01892336854733234,0.10930875,1.0,1.2573992589172782,0.3996017,1.0
160,0.0042041031901629555,0.5487925,0.0,0.5052473194334055,0.5216754,1.0,0.5292303840405834,0.5271307,1.0,0.9590273992795032,0.7407097,1.0,47.85159978586484,55.022038,1.0,1.0961664725599534,0.6572492,1.0,0.002805949938940273,0.0012918975,1.0,0.5250151298493909,1.2241063,0.0,0.01024802926179225,0.08676363,0.0
161,0.4982327218418481,0.56413454,1.0,0.5751981124772816,0.67719996,1.0,0.26230278945792396,0.5285332,1.0,0.9227255816086125,0.7344352,1.0,61.464701492995566,47.855812,1.0,0.551801591435717,0.3401918,1.0,0.024633952628291173,0.030925777,1.0,0.4352433400768658,0.09668469,0.0,0.7062357039970796,0.40317056,1.0
162,0.26944568052889717,0.3405103,1.0,0.9683124155236682,0.85839105,1.0,0.6654483064108686,0.55066663,1.0,0.6275879736308425,0.7605288,1.0,10.405273271988255,45.782047,0.0,0.9055006080742483,0.5378836,1.0,0.01273668636671134,0.012546307,1.0,0.19283006709093528,0.1719451,1.0,0.0478319764571212,0.3975747,1.0
163,0.8229625050416484,0.601835,1.0,0.5107475729454853,0.62248975,1.0,0.9295694487672485,0.5283917,1.0,0.6107141787998853,0.73319703,1.0,10.658022827307272,30.42809,0.0,0.12644087397040887,0.14633545,1.0,0.04244441321605071,0.020226952,0.0,0.9223710742682404,0.10532343,0.0,1.58956536596237,0.41843995,1.0
164,0.32677686578889964,0.36197534,1.0,0.7435329429754802,0.86740273,1.0,0.2008122823159777,0.5209927,1.0,0.5380609931810324,0.75201017,1.0,20.41072520874077,33.82908,1.0,0.014378442839148745,0.0726891,1.0,0.016267628637088895,0.005628763,1.0,0.25741311871031664,0.13733771,1.0,1.8231477670033398,0.3685977,0.0
165,0.0024393739627480704,0.5887919,0.0,0.5728752401092814,0.6432432,1.0,0.027913081478484703,0.53193295,0.0,0.7901090655094558,0.73481214,1.0,19.81163025183558,32.13655,1.0,0.2636596380774764,0.1446517,1.0,0.018385784435752103,0.022314431,1.0,0.0326468348645828,0.12209613,1.0,0.10107293185776807,0.3749367,1.0
166,0.3542317695212456,0.15335205,1.0,0.9045783524070741,0.8869454,1.0,0.7289061208547839,0.63164407,1.0,0.9105356096811024,0.804445,1.0,44.893268297038176,64.64545,1.0,0.9656063698211799,42488.395,1.0,0.038860383998663366,0.025084415,1.0,0.3383452645551152,0.19356787,1.0,0.3848416552378067,0.35772392,1.0
167,0.9901559473516208,0.5924009,0.0,0.8213725482673954,0.644915,1.0,0.0856304064231076,0.5377811,1.0,0.7329247207336463,0.7362637,1.0,49.60497219252045,26.27618,1.0,0.04085046697311759,0.069855995,1.0,0.00399607871514822,0.0070339516,1.0,0.04785802686994668,0.1370545,1.0,0.16323124790246388,0.420929,1.0
168,0.7432422527435708,0.56917006,1.0,0.9818766392076734,0.6741331,0.0,0.7038240622603525,0.51055074,1.0,0.6554254483112429,0.7506758,1.0,10.134563803135634,27.330112,0.0,0.013945142794364955,0.06865703,1.0,0.000740172874643414,0.0024999627,1.0,0.06373939918284943,0.23360085,1.0,0.23113966885026452,0.44654405,1.0
169,0.1509472963430294,0.3299704,1.0,0.7196939554709632,0.85487443,1.0,0.1057914142359575,0.541808,1.0,0.6921398611809932,0.7474407,1.0,51.1707535626172,47.616577,1.0,0.13702068092645772,0.2243609,1.0,0.018084477538885566,0.02280318,1.0,0.09217572558850093,0.09823534,1.0,1.090828493115085,0.41095865,1.0
170,0.5038503505054617,0.30084735,1.0,0.8099600391661224,0.75106853,1.0,0.8907540385867552,0.56867677,1.0,0.7754491757421125,0.72400755,1.0,18.041612294374538,45.016216,1.0,0.016606407243725543,0.12544987,1.0,0.03459813153508965,0.019481873,1.0,0.7992300877130523,0.62140536,1.0,0.5009861385413451,0.41060093,1.0
171,0.41576123761203077,0.53498167,1.0,0.8054731158866317,0.68598974,1.0,0.8772202061662445,0.5136157,1.0,0.5338364670474469,0.73547465,1.0,14.908160606065731,25.56195,1.0,0.21814625239913246,0.06777507,1.0,0.00439877754934942,0.0031884534,1.0,0.07183728917460254,0.11519701,1.0,0.9441627225936026,0.39182305,1.0
172,0.7343688231957253,0.726844,1.0,0.9113362128482687,0.9040002,1.0,0.9738512710396672,0.5141067,0.0,0.5025408120268683,0.6974531,0.0,20.323953168889084,40.054516,1.0,0.2629610580427835,0.24356958,1.0,0.0036731672566041713,0.0025856274,1.0,1.71243993096143,0.9646803,1.0,0.012952972358279911,0.28221515,1.0
173,0.911657475926736,0.28576705,0.0,0.5064963050720999,0.5232734,1.0,0.4454327852174985,0.56248,1.0,0.6587986512910347,0.7211897,1.0,26.711824963550875,45.741653,1.0,0.02448615196558302,0.46521923,1.0,0.00048810595942975257,0.0020637983,1.0,1.8516137826140089,1.0695982,0.0,0.010788830130344942,0.07802924,0.0
174,0.21066638601680632,0.42041954,1.0,0.6089626672459728,0.82516164,0.0,0.8796094043363017,0.5301467,1.0,0.602785295726898,0.7343175,1.0,49.585024682607774,32.28897,1.0,0.04027396602136888,0.0883249,1.0,0.0036381894970959746,0.004626057,1.0,0.199145593999997,0.1683149,1.0,0.4670496335744766,0.3933458,1.0
175,0.6530311616796386,0.4979112,1.0,0.7118263569690464,0.69809544,1.0,0.6262491996114777,0.51190466,1.0,0.655636782089485,0.76356876,1.0,31.359678512780686,50.318455,1.0,0.20570922114735915,0.07070009,1.0,0.006505302165543247,0.003902456,1.0,1.3783712457819561,1.0193677,1.0,0.5618220089819349,0.451864,1.0
176,0.47400442281536703,0.48218432,1.0,0.8413517083640325,0.84865636,1.0,0.9028105264620598,0.5585186,1.0,0.6253671444438083,0.7143247,1.0,79.46184261784222,36.65988,1.0,0.02684952422478156,0.104364045,1.0,0.0020720872106243147,0.0022830165,1.0,0.3807207610286457,0.9061171,1.0,0.06325769490361394,0.41975418,1.0
177,0.4348042897828668,0.3559234,1.0,0.642513303770391,0.64334166,1.0,0.6868595641817591,0.5932488,1.0,0.8544215573803864,0.80231494,1.0,25.51894772523471,55.763813,1.0,0.045355560002543066,0.053384088,1.0,0.00020020998570189543,0.001023382,1.0,1.5877363261111659,1.3186046,1.0,0.01050923105427211,0.029052164,0.0
178,0.09065768316041456,0.55946726,1.0,0.5167510196141216,0.7105799,0.0,0.04380232543234497,0.53367937,0.0,0.8179722955530446,0.7236384,1.0,13.042503155311966,28.279917,1.0,0.05494035734704493,0.12506334,1.0,0.009716959828307174,0.0015407047,0.0,1.6149818956772721,0.15304863,0.0,0.2918700139569701,0.42303938,1.0
179,0.4104756861484906,0.5365982,1.0,0.5489220686400837,0.7067318,1.0,0.0031316835388870423,0.5284073,0.0,0.6497774723443509,0.741407,1.0,85.17153456123027,27.833261,0.0,0.017017855438921634,0.088394135,1.0,0.00027260277210827954,0.0027190219,1.0,0.037479558302691736,0.11349876,1.0,0.16420559212074146,0.388518,1.0
180,0.3562457431932726,0.8295832,0.0,0.5883110569500338,0.6697254,1.0,0.1185126499507726,0.57957816,1.0,0.9369353390416346,0.73206073,1.0,49.05109530027218,36.895016,1.0,0.0477634107200624,0.087817386,1.0,0.0006327660648824601,0.0006684742,1.0,0.36699912424020475,0.6560187,1.0,0.1377635844481668,0.767315,1.0
181,0.7770806280941436,0.5896979,1.0,0.9109107939542467,0.61226434,0.0,0.574639770924903,0.6177728,1.0,0.7481541978279928,0.7926767,1.0,44.91931927968714,35.616665,1.0,0.54135743611079,1.1362288,1.0,0.0007184075526936943,0.0023554554,1.0,0.012555438045681525,0.07089242,1.0,0.1993585714772893,0.4243111,1.0
182,0.4612840087006549,0.5527293,1.0,0.5572916918576425,0.6678468,1.0,0.27881381487037726,0.5276018,1.0,0.531415911851995,0.7366991,1.0,21.542344715514666,27.488472,1.0,0.017872732211053625,0.10205563,1.0,0.009464984653317828,0.010721847,1.0,0.09501281026342642,0.112048894,1.0,0.06453340666684412,0.41919616,1.0
183,0.8570371173652824,0.5940187,1.0,0.7106204578304729,0.6443377,1.0,0.3555837186706138,0.538653,1.0,0.6847654361439582,0.7397176,1.0,24.39768567334067,26.238735,1.0,0.0278578103326022,0.06692426,1.0,0.003633963419099768,0.0050587454,1.0,0.13697351532096394,0.15116514,1.0,0.7131809671025282,0.4197658,1.0
184,0.9058970755311098,0.54649645,1.0,0.5034019587051335,0.52175105,1.0,0.688981455485939,0.52269936,1.0,0.6124382457621718,0.73313206,1.0,52.77281415788748,54.351234,1.0,0.12277594749125723,20897.662,1.0,0.0009492958598342323,0.0013226862,1.0,0.9920103804286733,1.2423967,1.0,0.01776249036640381,0.08447641,1.0
185,0.46838444874610907,0.31114313,1.0,0.9963500483719265,0.9819036,1.0,0.7634360458635966,0.7466046,1.0,0.9842027143213854,0.9766748,1.0,99.3208342814575,45.38258,0.0,0.07606753385160846,0.5430892,0.0,0.00040190906439863886,0.0059343264,0.0,0.17006618556502037,0.808632,0.0,0.04301806746270195,0.49795225,1.0
186,0.3747786967349186,0.25449696,1.0,0.9627640718609966,0.96567714,1.0,0.023269420093639304,0.5329561,0.0,0.9464547886580286,0.76675355,1.0,82.9636747724176,58.244217,1.0,0.23806183179037363,0.24793321,1.0,0.025804108380593195,0.029010504,1.0,0.2413085002767458,0.4085225,1.0,0.9230443829462394,0.3608506,1.0
187,0.6040126651638563,0.23567304,0.0,0.9437523174835045,0.9002866,1.0,0.6276073764020546,0.5349914,1.0,0.820793850379118,0.7507312,1.0,37.98568670810389,36.666348,1.0,0.3625980812274616,0.11881362,1.0,0.011888204783311951,0.010345574,1.0,0.14557086000713337,0.1399581,1.0,0.3617812795263672,0.37250298,1.0
188,0.6952337134812019,0.22039747,0.0,0.6561780640235733,0.63403404,1.0,0.44940764627384444,0.5246794,1.0,0.8812016392020277,0.8372297,1.0,11.188244199418477,31.642084,1.0,0.6299931137538453,0.3496711,1.0,0.0001228425493711898,0.0010129255,1.0,0.5014033677941698,0.40321246,1.0,0.02154289599789834,0.2811338,1.0
189,0.25065124486654355,0.27038202,1.0,0.7894381675534488,0.8226156,1.0,0.8813169797594597,0.60985804,1.0,0.6321908206414495,0.70047325,1.0,84.14350941135098,34.53629,0.0,0.02462687453483412,0.2011232,1.0,0.00011935373098657628,0.001101799,1.0,0.08577083033527665,0.30646417,1.0,0.8518019662114001,0.4231604,1.0
190,0.5642426835492826,0.5722712,1.0,0.5114731402400388,0.67861885,1.0,0.9243933965947048,0.53020316,1.0,0.5134150107181027,0.74113643,0.0,63.845700213056226,28.589144,1.0,0.03204460170085103,0.13546613,1.0,0.001467811066652158,0.008270058,1.0,0.038541000100857606,0.08978214,1.0,0.2603976330107434,0.3980557,1.0
191,0.6722058219030517,0.554031,1.0,0.6521047478855486,0.66595393,1.0,0.33342688941195364,0.5390748,1.0,0.5319684423933707,0.73490685,1.0,33.56753129359219,30.217848,1.0,0.6129403860985505,0.19397841,1.0,0.0034311408809862645,0.006799408,1.0,0.011987875720169067,0.08426911,1.0,1.5684635083661624,0.41920757,1.0
192,0.5100023576013044,0.6164409,1.0,0.8530965669761208,0.6191312,1.0,0.24017445761082934,0.50706726,1.0,0.8571090455813084,0.73261863,1.0,11.995548084049764,27.332176,1.0,0.05908218994328634,0.07652197,1.0,0.00022407730432863018,0.0047828415,0.0,0.019728565808693636,0.1266327,1.0,0.03830629074926442,0.43826395,1.0
193,0.6521453996906266,0.4762586,1.0,0.7265377453304653,0.7738765,1.0,0.1865515637033155,0.18347965,1.0,0.8772876017501111,0.917266,1.0,11.408989902223766,34.529884,1.0,0.9006375025582057,0.6818998,1.0,0.0016280796053266312,0.0024860248,1.0,0.12922987696561913,0.06566043,1.0,1.157979388987266,0.38221294,1.0
194,0.2905720545478828,0.5567535,1.0,0.5675325401602703,0.66975546,1.0,0.17306427766820875,0.5300388,1.0,0.9705828311740139,0.74210155,0.0,28.424410547854457,27.89525,1.0,0.019004859617099475,0.08464108,1.0,0.010020678757312442,0.0017790837,0.0,0.5712880042225579,0.20775457,1.0,0.14700655947225172,0.4804787,1.0
195,0.6046726163189943,0.5918089,1.0,0.519541704517485,0.63085544,1.0,0.1318158074870861,0.5346442,1.0,0.6940233313108213,0.7317948,1.0,10.651382613979369,26.37936,0.0,0.02044747584615007,0.111450575,1.0,0.00019403938941920556,0.010605923,0.0,0.09753116987045123,0.115826644,1.0,0.037827851569537364,0.4224633,1.0
196,0.34774501938793945,0.38995996,1.0,0.7178206742730959,0.8589629,0.0,0.23941057016644496,0.52404016,1.0,0.856638409852044,0.7485351,1.0,12.5339263879142,32.03872,1.0,0.05318447997804338,0.07616896,1.0,0.03854678812832609,0.00432012,0.0,0.9836594394130193,0.18840851,0.0,0.8334193143056278,0.3921107,1.0
197,0.48052342058279807,0.5800101,1.0,0.569930734474251,0.6496526,1.0,0.23780482381198442,0.20776352,1.0,0.8419124516678077,0.87355435,1.0,11.547065496874783,28.401825,1.0,0.3881709748192076,0.30795452,1.0,0.0013470057701022555,0.0014097395,1.0,0.053638379765451064,0.07798916,1.0,0.3451637403155381,141.29822,1.0
198,0.19012283055569212,0.5770893,1.0,0.6099882207672294,0.6768429,0.0,0.2235489243693919,0.44369265,1.0,0.9425038841128017,0.8596979,1.0,21.630155160250094,51.339478,1.0,0.1384680463512207,0.05983134,1.0,0.002657639395627671,0.0019740968,1.0,1.7577724537876316,1.1484627,1.0,0.10333498903130775,0.050822724,1.0
199,0.5211933476898467,0.51007503,1.0,0.5983654800783736,0.73218167,1.0,0.6271821108077903,0.56784534,1.0,0.6766979506838573,0.7484365,1.0,21.044852086949703,38.505135,1.0,0.028341985803360906,0.36788324,1.0,0.048449951664089934,0.01857614,0.0,0.41407844418003176,0.10121096,1.0,1.6417501342393384,0.39576098,0.0
