case,gt_q_d_n,mu_q_d_n,hit90_q_d_n,gt_q_d,mu_q_d,hit90_q_d,gt_q_s_n,mu_q_s_n,hit90_q_s_n,gt_q_s,mu_q_s,hit90_q_s,gt_tau,mu_tau,hit90_tau,gt_inv_temp,mu_inv_temp,hit90_inv_temp,gt_cost_stop_error,mu_cost_stop_error,hit90_cost_stop_error,gt_cost_time,mu_cost_time,hit90_cost_time,gt_cost_go_error,mu_cost_go_error,hit90_cost_go_error,gt_cost_go_missing,mu_cost_go_missing,hit90_cost_go_missing
66,0.21193687563094965,0.26849294,1.0,0.8976338189480328,0.89641505,1.0,0.9839649282944042,0.6086405,0.0,0.8697252067035974,0.59979063,0.0,11.837457874517078,11.845042,1.0,29.585582854505997,39.60568,1.0,0.6362614432954771,0.71449775,1.0,0.000258630545245265,0.0009097143,1.0,0.9870337074249751,0.8140388,1.0,1.8768894850255917,0.46601707,0.0
67,0.6497744356744394,0.5344249,1.0,0.8211083168400244,0.83649135,1.0,0.5028061659304423,0.50632524,1.0,0.7685793142210992,0.7261189,1.0,10.171763698796342,10.183849,1.0,25.426254796840027,33.24026,1.0,0.010394661557233785,0.0894191,0.0,0.0008742793358613776,0.0038478042,1.0,0.1597580051497453,0.23562011,1.0,0.23948832251320418,0.3453137,1.0
68,0.03152922219973098,0.35609227,1.0,0.5790742415524405,0.67717916,1.0,0.9194183693746383,0.63991016,0.0,0.9134287373123189,0.6821107,0.0,5.77701906987343,5.8008595,1.0,12.060875962813654,28.212605,1.0,0.8927968534370286,0.9260121,1.0,0.0006985941123940542,0.00045512686,1.0,0.701685569380404,0.17586681,0.0,0.1654160120421255,0.06350422,1.0
69,0.9426304557557675,0.68490314,1.0,0.5431346591246561,0.5429297,1.0,0.43537488527475765,0.6017482,1.0,0.8207338657797838,0.68639296,1.0,8.419577506228503,8.163142,1.0,18.777385042971716,37.68747,1.0,1.4940642892153195,5726.105,1.0,0.0012901659893383888,0.0010635151,1.0,0.8331141322962079,0.8072914,1.0,0.0628880011198006,0.07639542,1.0
70,0.6567978510348094,0.5582524,1.0,0.6312243764402266,0.7256982,1.0,0.019512470967639528,0.5031845,0.0,0.687356196861411,0.73440313,1.0,7.140053803622738,7.1511474,1.0,74.20129688298509,38.65439,1.0,0.023809412422284956,0.19926542,1.0,0.0167197447385647,0.024551148,1.0,0.19218618546214966,0.11515613,1.0,0.16586489248847253,0.38706544,1.0
71,0.7133927380102707,0.4964907,1.0,0.6767337584405939,0.7550809,1.0,0.15384050359592583,0.15149258,1.0,0.8434892783500203,0.8926312,1.0,5.229177685722132,5.209531,1.0,17.738276585619374,36.434666,1.0,1.5674220532144494,0.91085166,1.0,0.0014670367356856065,0.00037556989,0.0,0.1083639928273947,0.07377385,1.0,0.010930628003853833,0.35036907,0.0
72,0.12296839801284154,0.5793002,1.0,0.8385786934832822,0.69947535,1.0,0.5304151610123047,0.50379235,1.0,0.9709708578944797,0.72755647,0.0,12.114056823688363,12.10012,1.0,22.876975278252154,27.71904,1.0,0.08208505467692538,0.07318993,1.0,0.00481024353314252,0.006721588,1.0,0.011140980849219318,0.09937616,1.0,0.13851730913249188,11695.129,1.0
73,0.6843856237189381,0.73035353,1.0,0.7567483841777976,0.7553039,1.0,0.7985774241328587,0.48153004,1.0,0.8776049863228248,0.74901485,1.0,13.309231273488134,13.316949,1.0,11.400930371149258,29.677013,1.0,0.05163306641257672,0.090543464,1.0,0.0008412161137223915,0.0012476165,1.0,0.7633018689936801,0.43880004,1.0,1.3599040007826881,0.4791357,1.0
74,0.13718618534606275,0.38484603,1.0,0.6851732118501849,0.83408946,1.0,0.03975177865171353,0.23217916,0.0,0.9261173093031009,0.8704695,1.0,12.842456442120172,12.856359,1.0,10.881853448416425,55.792976,0.0,0.44468979363168165,0.2788789,1.0,0.0005865368545840908,0.0013877555,1.0,0.1434762253473108,0.08434572,1.0,0.015482451675523213,0.4199502,1.0
75,0.09833685744536735,0.10562161,1.0,0.730443195141502,0.73597854,1.0,0.9869509504685395,0.5099493,0.0,0.5865133913957152,0.66601443,1.0,7.626276838404569,7.2373614,1.0,28.470704192065075,56.614887,1.0,0.0711410930444778,0.1530824,1.0,0.0002682025976589707,0.0012724245,1.0,1.8852914196226354,94.91177,1.0,0.020195018564929095,0.08428713,1.0
76,0.1730341172607417,0.37957317,1.0,0.8755310983936875,0.82610095,1.0,0.35613685375590864,0.51962584,1.0,0.6766356235198019,0.73170286,1.0,10.860196261824559,10.844715,1.0,17.459584957412577,35.925243,1.0,0.25030947994921376,0.16227543,1.0,0.002340581735214222,0.0056952955,1.0,0.044784487313641715,0.11157723,1.0,0.012992613716611073,0.38584334,0.0
77,0.705824016356901,0.54390824,1.0,0.634784983860853,0.70212096,1.0,0.44459129833797295,0.5353397,1.0,0.5869390129905403,0.741233,1.0,9.560451552104697,9.544015,1.0,12.523835536176136,33.51521,1.0,0.9538401957831262,0.512526,1.0,0.012020811625607884,0.016420085,1.0,0.03140333311316036,0.10816406,1.0,0.10292419161343885,0.4207854,1.0
78,0.6361070418958421,0.48083723,1.0,0.7016587394655807,0.8091045,1.0,0.6135514388244696,0.6797587,0.0,0.9917923404397344,0.94333863,0.0,6.132186869576303,8.789331,0.0,38.901943714423524,54.718616,1.0,1.7109835497310915,1.1894559,1.0,0.0009025876425088796,0.0012424847,1.0,0.044031445274223466,0.03300051,1.0,0.0528325170978044,0.47814316,1.0
79,0.6021497009000051,0.5629523,1.0,0.7847172512183345,0.7748752,1.0,0.8590018123397052,0.55979097,1.0,0.6246793681077185,0.677343,1.0,10.582903459891064,10.445217,1.0,31.105143132679146,64.85763,1.0,0.2149910283951908,0.11521326,1.0,0.0015414090648988724,0.002108797,1.0,0.9763879200803072,1.1567607,1.0,0.35114921224425044,0.18199249,1.0
80,0.018650632570400116,0.23568158,0.0,0.6229329833492117,0.67843455,0.0,0.6442672197995369,0.5704299,1.0,0.7101276478502214,0.6767192,1.0,12.919678555846161,12.907734,1.0,18.59051485624092,29.297413,1.0,0.012033761562329097,0.14958887,0.0,0.000328359443349845,0.0010221989,1.0,0.5644371368038893,0.517823,1.0,0.1830623857864267,0.30326426,1.0
81,0.990348742205215,0.5837942,0.0,0.5579130229227596,0.68008286,1.0,0.9880389851016975,0.5239213,0.0,0.851288114721267,0.7322512,1.0,10.189463373454661,10.179229,1.0,46.426795283547655,37.865868,1.0,0.018828563033976814,0.23035853,1.0,0.015960706426419977,0.025147999,1.0,0.06985390118072254,0.12202327,1.0,0.05290687415906483,511284.9,1.0
82,0.9632325466914428,0.60503566,1.0,0.5192934204428121,0.66566277,1.0,0.9929437633123431,0.5267441,0.0,0.8403106715640333,0.73196447,1.0,11.576105981143296,11.561338,1.0,23.956288058747674,30.66948,1.0,0.04316448270362413,0.35887402,1.0,0.01840212756064665,0.02104351,1.0,0.10080118478945051,0.09993921,1.0,1.687816859689433,0.39868236,0.0
83,0.5589603239354898,0.27509254,0.0,0.9755571757486227,0.8913459,1.0,0.10485288340904708,0.49357337,1.0,0.7286018834102345,0.72652566,1.0,8.513975008364952,8.507266,1.0,84.79264400715583,45.318516,1.0,0.028922257924284493,0.097993866,1.0,0.015361012124588682,0.026027545,1.0,0.09673323137253806,0.15646566,1.0,0.07118849791485034,0.3678743,1.0
84,0.33805257675994504,0.5313457,1.0,0.5438796014387386,0.7085225,1.0,0.6012826135944938,0.54673094,1.0,0.9896835971368974,0.75290173,0.0,12.343753186465635,12.348348,1.0,12.137139998705656,29.66574,1.0,0.15610452811135225,0.27838883,1.0,0.00015079785438072284,0.000535572,1.0,0.3533017736021,0.10591281,0.0,0.0857917043246412,0.40103948,1.0
85,0.5370540951672197,0.5985419,1.0,0.5129644946999457,0.53589475,1.0,0.8750592719869216,0.58079135,1.0,0.943241467598181,0.7637041,1.0,7.784041115021267,5.6856327,0.0,19.512531929346704,55.555347,1.0,0.011433330945214953,0.14881155,0.0,0.000709261854366291,0.00608031,1.0,1.844924857795307,1.3060833,1.0,0.2535332804751423,0.052308936,0.0
86,0.8487580753851437,0.59050894,1.0,0.9905629677821155,0.6896652,0.0,0.12241125994384872,0.50025696,1.0,0.5705639063585963,0.7411033,1.0,13.061147913515455,13.048256,1.0,23.640074788290637,27.898891,1.0,0.04775800511699989,0.07113997,1.0,0.01107252305324269,0.005622703,1.0,0.010558464539371723,0.085471004,0.0,0.03055630395341132,0.4027786,1.0
87,0.27522223854219985,0.21984808,1.0,0.963379891572556,0.94506776,1.0,0.44118338587206496,0.54054326,1.0,0.7039910526512312,0.719853,1.0,5.908262046333814,5.916071,1.0,24.027391522723885,36.971157,1.0,0.02971108047556484,0.23061147,1.0,0.002467164593511158,0.006204758,1.0,0.6161713064753487,0.40909266,1.0,0.08679499795849309,103133.42,1.0
88,0.2793743347723867,0.39396352,1.0,0.5830121171019155,0.6007492,1.0,0.14282675938366507,0.609903,1.0,0.6531154178082842,0.6628276,1.0,6.22487528874789,6.276274,1.0,28.97255270638085,43.356876,1.0,0.10963923061744875,0.6702721,1.0,0.010031623505576044,0.011721799,1.0,1.0952675288989753,0.9501853,1.0,0.01871265795470721,0.029861815,1.0
89,0.8967902314595749,0.5779129,1.0,0.5382023331241443,0.6792422,1.0,0.8918444974923265,0.5070023,1.0,0.7284736690678029,0.7291111,1.0,13.51625057137527,13.495684,1.0,37.58493337862159,28.455248,1.0,0.02258919485340661,0.09653607,1.0,0.00047511991563412264,0.0066350787,0.0,0.014346633293268862,0.070299186,1.0,0.0917761056164475,0.43948975,1.0
90,0.8681046520416339,0.5965095,1.0,0.5015631444993136,0.6743716,0.0,0.7190877075976059,0.50937796,1.0,0.5714891421229624,0.7273231,1.0,10.313005417810217,10.305371,1.0,12.903514760668058,37.75993,0.0,0.4999540211948716,0.2049578,1.0,0.0452046761077108,0.024661712,0.0,0.011380626015820584,0.11907101,1.0,1.258784820935067,0.4074248,1.0
91,0.7122507755701806,0.58475035,1.0,0.5002345752136041,0.66097105,0.0,0.9992300176384609,0.5179263,0.0,0.5732987520205854,0.74312156,1.0,13.159872974461978,13.150557,1.0,25.325910472715844,28.45781,1.0,0.2197085565698445,0.06473848,0.0,0.0003904998073858995,0.009411439,0.0,0.22053961832396213,0.14212693,1.0,0.2268614557629118,0.4694841,1.0
92,0.6737185699916465,0.57918763,1.0,0.5537903143656004,0.68330944,1.0,0.6724309229538376,0.66489565,1.0,0.5572095530032339,0.61121154,1.0,12.545874371277053,12.551881,1.0,43.03633115367455,28.772758,1.0,0.36723503411412023,0.7737235,1.0,0.0002738127831814114,0.0008053679,1.0,0.18714356386020148,0.08874742,1.0,0.3155521274006926,0.48795202,1.0
93,0.6513946888322257,0.33537903,1.0,0.7181611876743118,0.78632164,1.0,0.4935993471810477,0.517127,1.0,0.7918017504189919,0.8128667,1.0,6.937241954141829,6.954073,1.0,64.29911784471376,35.1231,1.0,0.06436947582059423,0.15702222,1.0,0.0007049385240300001,0.0033347518,1.0,0.05782382333546621,0.19640668,1.0,1.0277146896346143,0.4032422,1.0
94,0.197937277433616,0.2704952,1.0,0.9856996548588266,0.8520296,1.0,0.6539489097427792,0.5169678,1.0,0.5304449091397129,0.72892815,1.0,6.73329791583054,6.7429967,1.0,37.880768966517785,38.35397,1.0,0.133949959099492,0.16909009,1.0,0.001538239518041092,0.010753133,1.0,0.03453775429809689,0.13959736,1.0,0.09264300512657417,0.38208655,1.0
95,0.5806077370162127,0.63715124,1.0,0.5675892260255566,0.5667007,1.0,0.7108027634750538,0.51873976,1.0,0.6360994498214794,0.7522019,1.0,9.762058062162403,9.817713,1.0,30.804643352776786,35.407024,1.0,0.013380040976237954,0.05902536,1.0,0.006539169650473782,0.0015488177,0.0,1.8142852850226945,0.79047394,0.0,0.5837656767202201,6091.3774,1.0
96,0.10529354080566733,0.28547242,1.0,0.9753679850298254,0.91385716,1.0,0.27595847065429335,0.29960474,1.0,0.8129307790307743,0.76917577,1.0,8.099992367571215,6.109085,0.0,33.65917592948842,53.66661,1.0,0.7562835003395358,0.93337554,1.0,0.00017285060135789835,0.0011552998,0.0,0.6888441705834679,0.7413837,1.0,0.29891078591132597,0.5716148,1.0
97,0.7115248434773781,0.47342917,1.0,0.9043228552727036,0.7778204,1.0,0.2690135497372601,0.5082273,1.0,0.7111394969558029,0.72837555,1.0,7.481002690281831,7.488934,1.0,22.040392620249396,33.01582,1.0,0.010080694424508147,0.08363118,0.0,0.00012398056046906728,0.004067212,0.0,0.017931575346759036,0.09588419,1.0,0.8864548051772154,0.38503736,1.0
98,0.16503998386862118,0.23991187,1.0,0.6836565296089216,0.7007849,1.0,0.09501615180800682,0.58447915,1.0,0.6098191058992628,0.6524044,1.0,5.301426577150887,5.0060487,1.0,56.91291774554309,61.73311,1.0,0.015387163952381693,0.12557675,1.0,0.0005665367240689032,0.0020577179,1.0,1.0128199190785774,1.3630856,1.0,0.200099971923195,0.19417097,1.0
99,0.7625542534867485,0.59241384,1.0,0.8694699364123772,0.66303486,1.0,0.5562543580345233,0.5236476,1.0,0.7238035188454128,0.72663087,1.0,10.678437905785902,10.669275,1.0,11.734432828958433,27.03784,1.0,0.02010624874364035,0.09473218,1.0,0.0014446801303718854,0.0050113015,1.0,0.01031983573891013,0.080554366,0.0,0.015282616095570337,0.39507732,1.0
100,0.7458706421748349,0.38682485,0.0,0.713496624040335,0.82003766,1.0,0.18175912989190712,0.5003568,1.0,0.5957682670993918,0.72909695,1.0,15.545909453774087,15.544065,1.0,87.08524340809072,41.384205,0.0,0.20469897895494715,0.098642945,1.0,0.013649003404881607,0.024130547,1.0,0.25643624869233783,0.15930347,1.0,1.0240449611446196,0.3652141,1.0
101,0.9569209121076033,0.56139654,0.0,0.9845534522207176,0.7053313,0.0,0.29286526583523476,0.49614727,1.0,0.6040635287622302,0.7593838,1.0,4.385215079538215,4.3836083,1.0,81.69436551779769,79.34728,1.0,0.012818709739139069,0.642769,0.0,0.045895286675557555,0.04058756,1.0,0.054600348339624016,0.082485154,1.0,0.08889487331307629,0.42518663,1.0
102,0.010078276082395088,0.6251826,0.0,0.5251686908602429,0.6555785,1.0,0.6378623883700986,0.50792813,1.0,0.7218890846828421,0.7425072,1.0,11.94806887871161,11.942211,1.0,14.53328425163171,30.464172,1.0,0.16616523783097223,0.105339184,1.0,0.025923668109809245,0.019049987,1.0,0.21453032248810674,0.19846745,1.0,0.03956457553587557,0.428518,1.0
103,0.38530643792190744,0.57176924,1.0,0.6731352610097526,0.71107996,1.0,0.1613748474962402,0.5271079,1.0,0.5220741317964335,0.72743773,1.0,6.381586670379258,6.3949747,1.0,33.8464831838203,51.82364,1.0,0.05848361257113966,0.24552698,1.0,0.04368137824437158,0.02743678,1.0,0.03452550575877169,0.101777494,1.0,0.7890381494023319,0.4034072,1.0
104,0.9209095933893987,0.9432112,1.0,0.7012533064211932,0.8335096,1.0,0.1046276485025508,0.1155533,1.0,0.9254744639260588,0.89598554,1.0,9.547203669788672,9.665729,1.0,92.75468856217174,43.494446,0.0,0.10949235082794184,0.49324232,1.0,0.0014692185899697109,0.0039026146,1.0,0.8901269134388694,1.004474,1.0,0.7827010996635446,0.5260752,1.0
105,0.8553095478234327,0.8410238,1.0,0.5838749989665342,0.6266302,1.0,0.4528654558864017,0.5869629,1.0,0.9649352285635802,0.89645505,1.0,6.4080483925045115,6.3721685,1.0,55.63286250731393,71.34518,1.0,1.233576973556179,1.4044781,1.0,0.0003133113585097353,0.0003323418,1.0,1.8730015675291452,64.34855,0.0,0.5728111114512546,0.1865787,0.0
106,0.5401458622989095,0.44002044,1.0,0.7622917547862276,0.7938103,1.0,0.16850977886534335,0.5043911,1.0,0.7361061540356604,0.7430252,1.0,11.883565107919644,11.872667,1.0,45.04851722632012,33.11041,1.0,0.1164965820058937,0.062860265,1.0,0.010969748489852188,0.019257123,1.0,0.06873006354201995,0.18222326,1.0,0.01832773580559572,0.35980442,1.0
107,0.6801826576134915,0.43623847,1.0,0.6951806115570476,0.79946274,1.0,0.24911659167695888,0.52185047,1.0,0.952974682318198,0.7256941,1.0,7.583792850720391,7.583744,1.0,27.748229418095878,33.905445,1.0,0.1339120872156996,0.13835613,1.0,0.007613319570728094,0.003370813,1.0,0.3094369405690815,0.11615085,1.0,0.015614999295482134,4386.9043,1.0
108,0.4822759837782781,0.525281,1.0,0.8483652507493573,0.90656424,1.0,0.14093890019651,0.6635587,1.0,0.5472600458310612,0.5922108,1.0,12.731796942047293,12.720725,1.0,51.95450195033456,41.549133,1.0,0.335694887877747,0.7006242,1.0,0.0004919062063070676,0.0011219092,1.0,0.39798427641115297,0.5254392,1.0,0.9675301472183273,0.39649346,1.0
109,0.7489182020673825,0.6421101,1.0,0.526015745730877,0.5502235,1.0,0.43185072649743594,0.34299266,1.0,0.7632142420847707,0.76551247,1.0,8.278404790227569,7.8078685,1.0,89.9688376945362,53.977867,1.0,0.7331866847930681,1.1837971,1.0,0.0026863906841055117,0.0029177552,1.0,0.01858116214321915,0.037651986,1.0,0.15352138163002,0.5033782,1.0
110,0.4779727350630266,0.5482939,1.0,0.9928059187331506,0.74360317,0.0,0.9620104663572995,0.6515045,0.0,0.8719798910544811,0.7351442,1.0,5.185932359180092,5.1897225,1.0,36.00201055954487,32.892155,1.0,0.34128903449990083,0.49697095,1.0,0.0005197641406778035,0.0015533195,1.0,0.01157165004936506,0.064846635,1.0,0.15571146060729787,0.48556823,1.0
111,0.8371406796257903,0.6134154,1.0,0.5497622276204761,0.64260316,1.0,0.6203224776086325,0.519261,1.0,0.5491679600965527,0.7727166,1.0,15.696716942424077,15.726926,1.0,34.17767408774646,41.779007,1.0,0.017382873386406834,0.091679916,1.0,0.005277103429509556,0.007855655,1.0,1.6169578553527961,0.7431534,1.0,0.6509761890766074,171085.22,1.0
112,0.08620943920057822,0.44450337,1.0,0.9749741173893414,0.8060892,1.0,0.47258252982978455,0.45695335,1.0,0.658377148152173,0.6375072,1.0,8.18981614474449,8.30274,0.0,57.25776805579561,45.23723,1.0,0.7001240924515172,1.0333115,1.0,0.0016904629510610986,0.0027236766,1.0,0.017326726104749807,0.06882416,1.0,0.5454514183626032,0.5141892,1.0
113,0.8876330345704996,0.7832117,1.0,0.7797783876742629,0.7159568,1.0,0.850177562380963,0.82309896,1.0,0.7548881903794369,0.83505094,1.0,6.126457625619572,5.0655127,1.0,15.602843395696883,46.713634,0.0,1.4982008679857906,0.7921145,1.0,0.00012233994808343303,0.00064814114,1.0,0.9656580480119233,0.8571371,1.0,0.22471039936932344,0.29728034,1.0
114,0.35767741263948605,0.61356944,1.0,0.6950505174943049,0.6599899,1.0,0.029860583469432433,0.501068,0.0,0.5538838489888325,0.73543286,1.0,14.974114830153487,14.97503,1.0,12.720980182421897,27.301788,1.0,0.012321740925888894,0.08039,1.0,0.013161821672520726,0.0037242726,0.0,0.015234039658684967,0.07671565,1.0,0.17540544301891972,0.41592422,1.0
115,0.4577124555811555,0.74987006,0.0,0.5938507208096289,0.6470139,1.0,0.5508384506118882,0.5000803,1.0,0.9421561618183951,0.7159235,0.0,8.56389065068012,8.596173,1.0,22.32137877828108,26.215626,1.0,0.07850164760363001,0.12554288,1.0,0.0004517589111980808,0.0008490617,1.0,0.5627612787384935,0.68892896,1.0,0.02466788831448441,0.031280197,1.0
116,0.17188589661067555,0.44686326,1.0,0.8262323410824471,0.90977967,1.0,0.07827026208414556,0.07422013,1.0,0.8282185480340396,0.8261538,1.0,12.683548814455651,11.543533,1.0,74.70822121727208,55.228138,1.0,0.7075838839012731,1.1617144,1.0,0.00011747982308272828,0.00024012351,1.0,0.9520545973203989,1.0966223,1.0,0.011647338495023571,0.23658444,0.0
117,0.4276273371399366,0.5848623,1.0,0.6435758643043983,0.6686712,1.0,0.09557638821075609,0.12149197,1.0,0.9624991152607578,0.9210493,1.0,10.055247610682578,10.030946,1.0,31.06206512542547,31.211174,1.0,0.3351732020293853,0.5482565,1.0,0.0024514307989623257,0.0060975756,1.0,0.010922872357699438,0.08145242,1.0,0.129736674619718,0.34167865,1.0
118,0.6304019607920768,0.5101376,1.0,0.7456144467723962,0.7558203,1.0,0.0968165407003434,0.49545115,1.0,0.6839143235758693,0.7306373,1.0,13.872330646131697,13.870115,1.0,34.602264248342415,49.10556,1.0,0.011284197386358184,0.18238653,0.0,0.025930185610032144,0.027132036,1.0,0.05863394215268228,0.1268959,1.0,0.04253021144140742,0.3718313,1.0
119,0.6673660225451722,0.3471,0.0,0.9166076630789315,0.84447145,1.0,0.4230184201914722,0.4982733,1.0,0.9201414572210853,0.74334663,1.0,11.049551381560878,11.07047,1.0,41.12172960203422,33.41913,1.0,0.08247037145817095,0.21652886,1.0,0.00048225822675691273,0.0017729689,1.0,0.29582517627801486,0.5175256,1.0,0.02295782709132094,0.4063346,1.0
120,0.1623713653742056,0.602047,1.0,0.5354320124140259,0.62218153,1.0,0.3703089291000834,0.33019838,1.0,0.7958731739336891,0.8064341,1.0,5.655080622529782,5.6816835,1.0,24.66012519770218,34.49393,1.0,0.48153774723700027,0.43650475,1.0,0.0007432384289493017,0.00070699275,1.0,0.099317424152325,0.22327068,1.0,0.10647681185282631,0.5145072,1.0
121,0.5365364812724019,0.4072364,1.0,0.8478352936783715,0.8434243,1.0,0.23804330563632825,0.24482203,1.0,0.7988509501821766,0.8338258,1.0,4.618793780557488,6.280329,0.0,85.24471977402789,48.28045,1.0,0.5887463312309159,0.9793085,1.0,0.001184429167574879,0.0020688411,1.0,0.022899404691311787,0.08174041,0.0,0.024499524498918134,0.3083867,1.0
122,0.11285347547180646,0.20007968,1.0,0.8622727560434416,0.8999043,1.0,0.9292155507091737,0.55175793,1.0,0.8552037000870794,0.68315053,1.0,11.79840165896388,11.797693,1.0,14.009987901143003,35.195236,1.0,0.061844845342062194,0.11107573,1.0,0.00015632283762563704,0.0026712914,1.0,0.9892870694303045,0.77448183,1.0,0.07588737208788751,38727.055,1.0
123,0.8537210662707745,0.8184825,1.0,0.7002764683652862,0.74790025,1.0,0.6202198780424335,0.5355036,1.0,0.9510924766345299,0.93237245,1.0,11.531200569475883,12.008332,1.0,95.78555877524556,83.97376,1.0,1.8875072129114912,1.6847461,1.0,0.0006252379740299135,0.0002445679,0.0,0.43199908782384244,1.2172352,1.0,0.11036012759330549,0.1769544,1.0
124,0.29412692783035355,0.56307006,1.0,0.8010871324870479,0.7031229,1.0,0.9703492416254831,0.5133332,0.0,0.5929104949329174,0.7280066,1.0,6.58337644382396,6.5982895,1.0,10.835706180208314,26.57984,1.0,0.07064362955435315,0.0657309,1.0,0.0027727055653277368,0.0022125232,1.0,0.03914975479692531,0.086898364,1.0,1.7801460946758494,0.40737787,0.0
125,0.023400786496317827,0.5849543,0.0,0.7264875712581317,0.67033607,1.0,0.12710923011115693,0.5269258,1.0,0.7956818635754119,0.7301757,1.0,9.374562753223914,9.360143,1.0,28.1986863098392,27.951519,1.0,0.11321233709666692,0.14680833,1.0,0.002797106738461004,0.0064710705,1.0,0.015645223204508125,0.07535771,1.0,0.9657496412566212,0.4136524,1.0
126,0.0767424162710515,0.514185,1.0,0.9605806687375952,0.72597414,0.0,0.9968797527252734,0.5403426,0.0,0.5733454615514098,0.7317405,1.0,11.761565850986736,11.740355,1.0,12.146028955497925,31.317047,1.0,0.011069906079156916,0.2980463,0.0,0.001116832191806665,0.008987697,0.0,0.013234342086015849,0.09364361,1.0,1.2507418649726578,0.37373245,1.0
127,0.6654132514493636,0.51150715,1.0,0.8383927690947925,0.7291854,1.0,0.28020494343315305,0.49585456,1.0,0.6350204199229309,0.7287366,1.0,9.802699378798694,9.789901,1.0,19.105871378005762,31.062466,1.0,0.38608615009817215,0.13236524,1.0,0.018825452218387446,0.016308524,1.0,0.0896125135838473,0.116712384,1.0,1.0123343824340378,135.75543,1.0
128,0.6847713145865582,0.44889745,1.0,0.7916630171119807,0.88811356,1.0,0.4492439197912005,0.4425948,1.0,0.6547280733032219,0.79835975,1.0,5.593748074756958,5.481052,1.0,84.20379182751296,89.16193,1.0,1.8538396133429988,1.7245972,1.0,0.00010903597260109068,0.00024303119,1.0,1.3901622422878186,184.88094,1.0,0.04977241786250149,0.07198129,1.0
129,0.6085906054287828,0.49554884,1.0,0.9248613022146022,0.89722663,1.0,0.3177540381708428,0.47856024,1.0,0.5257982869491565,0.7424824,1.0,10.622697213780853,10.602651,1.0,54.427985197620174,36.6793,1.0,0.03187283724666688,0.102659285,1.0,0.0033329968816303863,0.0071796724,1.0,0.1216535299929328,0.27835086,1.0,0.08957839633237187,0.3890887,1.0
130,0.8112273281592859,0.62155044,1.0,0.6033198073349807,0.64288515,1.0,0.9504691164147165,0.5217915,1.0,0.9050288219142435,0.7336276,1.0,5.5649056442339955,5.579409,1.0,28.476475083391982,34.110096,1.0,0.038975139852256986,0.37394598,1.0,0.022649069229857825,0.024660364,1.0,0.010351471434706104,0.08513211,0.0,0.04365104047601307,0.39426056,1.0
131,0.7413354270208837,0.6930314,1.0,0.7606277171420095,0.7768169,1.0,0.5685155577474956,0.48377857,1.0,0.7541543502406842,0.7208334,1.0,8.14945482641652,7.316467,1.0,97.72631222039458,60.67501,0.0,0.05270079151061477,0.07044542,1.0,0.0037003634011460946,15.010236,1.0,0.8210290311578426,1.3786305,1.0,0.01097710802901338,0.04148338,0.0
132,0.686105318262879,0.7072421,1.0,0.9531548423419784,0.9816034,0.0,0.8511091238323476,0.44173604,1.0,0.85570149758396,0.7968922,1.0,8.568196072162634,8.590701,1.0,25.439618929882943,69.643265,0.0,0.12933185207791095,0.22433011,1.0,0.04501911712711217,0.03435003,1.0,1.474261573740306,1.3698616,1.0,0.014073187444767824,0.3288761,1.0
